jband,k,e
35,0.08040,0.11511
35,0.10720,0.07358
35,0.13401,0.02083
35,0.16081,-0.06011
35,0.18761,-0.14717
35,0.21440,-0.23405
35,0.24120,-0.31205
35,0.26800,-0.36563
35,0.29481,-0.36853
35,0.32161,-0.32501
35,0.34841,-0.02203
35,0.37521,0.16742
35,0.40201,0.30616
35,0.42881,0.39320
35,0.45562,0.42226
35,0.48219,0.39943
35,0.50876,0.30720
35,0.53534,0.12818
35,0.56191,-0.10914
35,0.58849,-0.36298
35,0.61505,-0.56732
35,0.64162,-0.53546
35,0.66820,-0.48533
35,0.69477,-0.42247
35,0.72134,-0.35014
35,0.74791,-0.27336
35,0.77449,-0.19743
35,0.80106,-0.13147
35,0.82763,-0.12150
35,0.85393,-0.14151
35,0.88024,-0.18838
35,0.90654,-0.22797
35,0.93285,-0.25705
35,0.95915,-0.28054
35,0.98546,-0.30001
35,1.01176,-0.31213
35,1.03807,-0.23740
35,1.06437,-0.17285
35,1.09068,-0.16481
35,1.11726,-0.16723
35,1.14382,-0.18987
35,1.17040,-0.21807
35,1.19697,-0.22045
35,1.22355,-0.22502
35,1.25012,-0.22190
35,1.27668,-0.18203
35,1.30326,-0.11226
36,1.32983,-0.03200
36,1.35641,0.04062
36,1.38298,0.09108
36,1.40955,0.11747
36,1.43612,0.12915
36,1.46269,0.13236
36,1.48899,0.13169
36,1.51530,0.12744
36,1.54161,0.11369
36,1.56791,0.07989
36,1.59422,0.03503
36,1.62052,-0.01147
36,1.64683,-0.05473
36,1.67313,-0.08983
36,1.69944,-0.11314
36,1.72574,-0.12150
36,0.00000,0.19276
36,0.02680,0.18834
36,0.05360,0.17120
36,0.08040,0.12994
36,0.10720,0.08825
36,0.13401,0.02487
36,0.16081,-0.03541
36,0.18761,-0.10510
36,0.21440,-0.17919
36,0.24120,-0.25341
36,0.26800,-0.32072
36,0.29481,-0.34513
36,0.32161,-0.12542
36,0.34841,0.08913
36,0.37521,0.26851
36,0.40201,0.41020
36,0.42881,0.50009
36,0.45562,0.53036
36,0.48219,0.49701
36,0.50876,0.42181
36,0.53534,0.33359
36,0.56191,0.21414
36,0.58849,0.04942
36,0.61505,-0.08145
36,0.64162,-0.06529
36,0.66820,0.00752
36,0.69477,0.10000
36,0.72134,0.14678
36,0.74791,0.05601
36,0.77449,-0.02492
36,0.80106,-0.08602
36,0.82763,-0.08938
36,0.85393,-0.09305
36,0.88024,-0.08467
36,0.90654,-0.07034
36,0.93285,-0.05279
36,0.95915,-0.03308
36,0.98546,-0.01351
36,1.01176,0.00345
36,1.03807,0.01588
36,1.06437,0.02401
36,1.09068,0.02674
36,1.11726,0.03037
36,1.14382,0.04137
36,1.17040,0.05600
36,1.19697,0.07197
36,1.22355,0.08917
36,1.25012,0.10643
36,1.27668,0.12339
37,1.30326,0.14075
37,1.32983,0.15717
37,1.35641,0.17169
37,1.38298,0.18475
37,1.40955,0.19561
37,1.43612,0.19554
37,1.46269,0.19276
37,1.48899,0.18973
37,1.51530,0.17813
37,1.54161,0.14862
37,1.56791,0.10921
37,1.59422,0.06628
37,1.62052,0.02116
37,1.64683,-0.02143
37,1.67313,-0.05652
37,1.69944,-0.08050
37,1.72574,-0.08938
37,0.00000,0.19640
37,0.02680,0.20238
37,0.05360,0.21995
37,0.08040,0.25530
37,0.10720,0.28162
37,0.13401,0.25399
37,0.16081,0.23180
37,0.18761,0.23544
37,0.21440,0.29271
37,0.24120,0.43260
37,0.26800,0.54694
37,0.29481,0.58527
37,0.32161,0.61462
37,0.34841,0.63922
37,0.37521,0.66044
37,0.40201,0.67996
37,0.42881,0.69695
37,0.45562,0.70405
37,0.48219,0.69814
37,0.50876,0.68005
37,0.53534,0.65057
37,0.56191,0.60935
37,0.58849,0.55628
37,0.61505,0.49190
37,0.64162,0.41667
37,0.66820,0.33151
37,0.69477,0.24000
37,0.72134,0.19542
37,0.74791,0.28234
37,0.77449,0.25216
37,0.80106,0.18365
37,0.82763,0.15229
37,0.85393,0.19476
37,0.88024,0.28867
37,0.90654,0.36599
37,0.93285,0.35047
37,0.95915,0.30012
37,0.98546,0.25230
37,1.01176,0.21669
37,1.03807,0.21006
37,1.06437,0.25431
37,1.09068,0.29906
37,1.11726,0.22030
37,1.14382,0.16368
37,1.17040,0.17206
37,1.19697,0.19893
37,1.22355,0.23443
37,1.25012,0.23708
38,1.27668,0.23223
38,1.30326,0.23057
38,1.32983,0.22974
38,1.35641,0.23130
38,1.38298,0.22555
38,1.40955,0.20728
38,1.43612,0.19798
38,1.46269,0.19640
38,1.48899,0.19305
38,1.51530,0.18572
38,1.54161,0.18577
38,1.56791,0.19327
38,1.59422,0.19789
38,1.62052,0.19676
38,1.64683,0.18395
38,1.67313,0.16642
38,1.69944,0.15533
38,1.72574,0.15229
38,0.00000,0.36363
38,0.02680,0.35810
38,0.05360,0.34166
38,0.08040,0.30785
38,0.10720,0.28422
38,0.13401,0.31888
38,0.16081,0.36240
38,0.18761,0.40931
38,0.21440,0.45735
38,0.24120,0.50405
38,0.26800,0.65277
38,0.29481,0.74454
38,0.32161,0.79118
38,0.34841,0.83106
38,0.37521,0.86046
38,0.40201,0.89051
38,0.42881,0.91609
38,0.45562,0.92684
38,0.48219,0.91445
38,0.50876,0.88153
38,0.53534,0.84009
38,0.56191,0.79450
38,0.58849,0.74632
38,0.61505,0.69708
38,0.64162,0.64793
38,0.66820,0.58847
38,0.69477,0.50004
38,0.72134,0.41679
38,0.74791,0.33362
38,0.77449,0.35007
38,0.80106,0.38658
38,0.82763,0.39617
38,0.85393,0.39245
38,0.88024,0.38114
38,0.90654,0.39876
38,0.93285,0.35158
38,0.95915,0.33691
38,0.98546,0.33231
38,1.01176,0.34205
38,1.03807,0.35776
38,1.06437,0.33371
38,1.09068,0.30092
38,1.11726,0.36780
38,1.14382,0.38072
38,1.17040,0.31891
38,1.19697,0.27409
38,1.22355,0.24911
39,1.25012,0.27611
39,1.27668,0.38710
39,1.30326,0.36537
39,1.32983,0.36947
39,1.35641,0.34040
39,1.38298,0.33259
39,1.40955,0.34577
39,1.43612,0.35911
39,1.46269,0.36363
39,1.48899,0.35903
39,1.51530,0.34689
39,1.54161,0.33327
39,1.56791,0.32646
39,1.59422,0.33035
39,1.62052,0.34553
39,1.64683,0.36729
39,1.67313,0.38466
39,1.69944,0.39334
39,1.72574,0.39617
39,0.00000,0.50901
39,0.02680,0.50507
39,0.05360,0.49679
39,0.08040,0.49279
39,0.10720,0.49306
39,0.13401,0.50492
39,0.16081,0.52862
39,0.18761,0.56172
39,0.21440,0.60160
39,0.24120,0.64589
39,0.26800,0.69311
39,0.29481,0.76130
39,0.32161,0.84798
39,0.34841,0.83394
39,0.37521,0.87283
39,0.40201,0.90396
39,0.42881,0.92468
39,0.45562,0.93212
39,0.48219,0.92358
39,0.50876,0.90271
39,0.53534,0.87069
39,0.56191,0.82806
39,0.58849,0.77612
39,0.61505,0.71647
39,0.64162,0.64982
39,0.66820,0.58888
39,0.69477,0.55623
39,0.72134,0.52143
39,0.74791,0.49255
39,0.77449,0.47269
39,0.80106,0.46534
39,0.82763,0.46566
39,0.85393,0.45824
39,0.88024,0.43567
39,0.90654,0.39988
39,0.93285,0.51474
39,0.95915,0.62628
39,0.98546,0.72734
39,1.01176,0.81232
39,1.03807,0.87765
39,1.06437,0.91918
39,1.09068,0.93356
39,1.11726,0.91973
39,1.14382,0.88442
39,1.17040,0.84217
39,1.19697,0.80486
40,1.22355,0.73393
40,1.25012,0.60995
40,1.27668,0.41399
40,1.30326,0.41287
40,1.32983,0.40547
40,1.35641,0.44191
40,1.38298,0.47167
40,1.40955,0.49355
40,1.43612,0.50503
40,1.46269,0.50901
40,1.48899,0.50552
40,1.51530,0.49635
40,1.54161,0.48646
40,1.56791,0.48318
40,1.59422,0.48384
40,1.62052,0.47766
40,1.64683,0.49994
40,1.67313,0.46840
40,1.69944,0.46638
40,1.72574,0.46566
40,0.00000,0.50993
40,0.02680,0.50670
40,0.05360,0.49907
40,0.08040,0.49359
40,0.10720,0.50297
40,0.13401,0.52567
40,0.16081,0.55862
40,0.18761,0.59766
40,0.21440,0.63972
40,0.24120,0.68232
40,0.26800,0.72356
40,0.29481,0.91474
40,0.32161,1.14179
40,0.34841,1.48558
40,0.37521,1.76751
40,0.40201,2.02082
40,0.42881,2.21186
40,0.45562,2.28596
40,0.48219,2.21251
40,0.50876,2.03389
40,0.53534,1.82089
40,0.56191,1.62059
40,0.58849,1.45499
40,0.61505,1.32967
40,0.64162,1.23964
40,0.66820,1.17733
40,0.69477,1.13370
40,0.72134,1.10265
40,0.74791,1.07995
40,0.77449,1.06441
40,0.80106,1.05667
40,0.82763,1.05452
40,0.85393,1.05791
40,0.88024,1.06794
40,0.90654,1.08703
40,0.93285,1.11980
40,0.95915,1.17430
40,0.98546,1.26342
40,1.01176,1.39441
40,1.03807,1.55693
40,1.06437,1.70499
40,1.09068,1.76631
40,1.11726,1.70587
40,1.14382,1.54209
40,1.17040,1.30658
41,1.19697,1.03345
41,1.22355,0.80418
41,1.25012,0.67544
41,1.27668,0.62135
41,1.30326,0.57363
41,1.32983,0.53611
41,1.35641,0.51049
41,1.38298,0.49805
41,1.40955,0.49730
41,1.43612,0.50562
41,1.46269,0.50993
41,1.48899,0.50822
41,1.51530,0.50356
41,1.54161,0.49728
41,1.56791,0.49056
41,1.59422,0.49867
41,1.62052,0.55375
41,1.64683,0.64345
41,1.67313,0.85419
41,1.69944,1.00009
41,1.72574,1.05452
41,0.00000,5.79545
41,0.02680,5.82104
41,0.05360,5.89085
41,0.08040,6.00054
41,0.10720,6.13957
41,0.13401,6.29604
41,0.16081,6.45260
41,0.18761,6.58064
41,0.21440,6.61297
41,0.24120,6.36641
41,0.26800,6.01079
41,0.29481,5.66120
41,0.32161,5.32743
41,0.34841,5.02123
41,0.37521,4.75480
41,0.40201,4.54153
41,0.42881,4.39812
41,0.45562,4.34447
41,0.48219,4.36493
41,0.50876,4.40402
41,0.53534,4.46450
41,0.56191,4.54350
41,0.58849,4.63599
41,0.61505,4.73566
41,0.64162,4.83573
41,0.66820,4.93025
41,0.69477,5.01474
41,0.72134,5.08723
41,0.74791,5.14593
41,0.77449,5.18962
41,0.80106,5.21682
41,0.82763,5.22601
41,0.85393,5.21738
41,0.88024,5.19214
41,0.90654,5.15244
41,0.93285,5.10055
41,0.95915,5.03883
41,0.98546,4.97295
41,1.01176,4.91063
41,1.03807,4.86005
41,1.06437,4.82715
41,1.09068,4.81457
41,1.11726,4.87395
41,1.14382,5.03825
42,1.17040,5.28571
42,1.19697,5.59840
42,1.22355,5.95750
42,1.25012,6.34235
42,1.27668,6.57678
42,1.30326,6.44229
42,1.32983,6.28143
42,1.35641,6.12651
42,1.38298,5.99180
42,1.40955,5.88676
42,1.43612,5.82032
42,1.46269,5.79545
42,1.48899,5.81864
42,1.51530,5.88850
42,1.54161,5.99717
42,1.56791,6.14264
42,1.59422,6.31935
42,1.62052,6.41629
42,1.64683,5.95803
42,1.67313,5.57545
42,1.69944,5.31764
42,1.72574,5.22601
42,0.00000,7.31007
42,0.02680,7.32868
42,0.05360,7.38902
42,0.08040,7.48943
42,0.10720,7.54833
42,0.13401,7.49511
42,0.16081,7.31458
42,0.18761,7.04380
42,0.21440,6.72030
42,0.24120,6.36657
42,0.26800,6.01751
42,0.29481,5.67010
42,0.32161,5.33686
42,0.34841,5.02984
42,0.37521,4.76209
42,0.40201,4.54748
42,0.42881,4.40612
42,0.45562,4.35603
42,0.48219,4.42301
42,0.50876,4.60970
42,0.53534,4.88304
42,0.56191,5.21794
42,0.58849,5.59360
42,0.61505,5.98958
42,0.64162,6.38947
42,0.66820,6.80162
42,0.69477,7.06809
42,0.72134,7.14768
42,0.74791,7.19690
42,0.77449,7.22797
42,0.80106,7.24534
42,0.82763,7.25091
42,0.85393,7.24836
42,0.88024,7.24043
42,0.90654,7.22820
42,0.93285,7.17690
42,0.95915,6.65879
42,0.98546,6.16230
42,1.01176,5.68613
42,1.03807,5.27496
42,1.06437,4.98493
42,1.09068,4.87728
42,1.11726,4.94270
43,1.14382,5.12564
43,1.17040,5.39438
43,1.19697,5.71705
43,1.22355,6.06845
43,1.25012,6.42020
43,1.27668,6.74187
43,1.30326,7.13050
43,1.32983,7.47736
43,1.35641,7.62534
43,1.38298,7.49631
43,1.40955,7.39916
43,1.43612,7.33007
43,1.46269,7.31007
43,1.48899,7.32580
43,1.51530,7.37870
43,1.54161,7.52559
43,1.56791,7.42085
43,1.59422,6.92219
43,1.62052,6.52983
43,1.64683,6.74336
43,1.67313,6.96677
43,1.69944,7.16217
43,1.72574,7.25091
43,0.00000,7.36158
43,0.02680,7.37876
43,0.05360,7.42972
43,0.08040,7.49846
43,0.10720,7.76996
43,0.13401,7.66851
43,0.16081,7.39823
43,0.18761,7.06743
43,0.21440,6.72555
43,0.24120,6.43030
43,0.26800,6.13974
43,0.29481,5.82827
43,0.32161,5.51210
43,0.34841,5.20196
43,0.37521,4.90958
43,0.40201,4.65157
43,0.42881,4.45911
43,0.45562,4.38588
43,0.48219,4.47159
43,0.50876,4.70129
43,0.53534,5.00639
43,0.56191,5.35226
43,0.58849,5.71813
43,0.61505,6.08892
43,0.64162,6.45560
43,0.66820,6.83151
43,0.69477,7.13553
43,0.72134,7.39625
43,0.74791,7.57659
43,0.77449,7.50900
43,0.80106,7.44105
43,0.82763,7.41637
43,0.85393,7.44143
43,0.88024,7.52441
43,0.90654,7.54525
43,0.93285,7.19866
43,0.95915,7.23016
43,0.98546,7.22379
43,1.01176,7.21941
43,1.03807,7.21569
43,1.06437,7.21225
43,1.09068,7.21068
44,1.11726,7.20021
44,1.14382,7.16846
44,1.17040,7.11260
44,1.19697,7.03324
44,1.22355,6.93161
44,1.25012,6.81987
44,1.27668,6.87691
44,1.30326,7.20569
44,1.32983,7.55755
44,1.35641,7.66208
44,1.38298,7.53659
44,1.40955,7.42211
44,1.43612,7.37620
44,1.46269,7.36158
44,1.48899,7.38284
44,1.51530,7.44570
44,1.54161,7.54774
44,1.56791,7.59037
44,1.59422,7.68947
44,1.62052,7.72266
44,1.64683,7.69878
44,1.67313,7.60790
44,1.69944,7.48417
44,1.72574,7.41637
44,0.00000,7.79028
44,0.02680,7.82227
44,0.05360,7.90131
44,0.08040,7.91323
44,0.10720,7.78879
44,0.13401,7.70251
44,0.16081,7.41989
44,0.18761,7.15933
44,0.21440,6.94921
44,0.24120,6.89906
44,0.26800,6.87564
44,0.29481,6.82646
44,0.32161,6.75492
44,0.34841,6.67495
44,0.37521,6.60000
44,0.40201,6.53947
44,0.42881,6.50422
44,0.45562,6.49289
44,0.48219,6.50051
44,0.50876,6.53082
44,0.53534,6.58447
44,0.56191,6.65521
44,0.58849,6.74077
44,0.61505,6.83636
44,0.64162,6.93506
44,0.66820,6.98384
44,0.69477,7.18536
44,0.72134,7.52630
44,0.74791,7.80469
44,0.77449,7.93967
44,0.80106,8.07066
44,0.82763,8.14708
44,0.85393,8.06689
44,0.88024,7.97740
44,0.90654,7.76533
44,0.93285,7.85196
44,0.95915,7.84256
44,0.98546,7.82376
44,1.01176,7.80927
44,1.03807,7.80068
44,1.06437,7.79666
45,1.09068,7.79524
45,1.11726,7.79764
45,1.14382,7.80366
45,1.17040,7.81376
45,1.19697,7.82615
45,1.22355,7.83680
45,1.25012,7.84121
45,1.27668,7.83857
45,1.30326,7.80901
45,1.32983,7.71173
45,1.35641,7.67213
45,1.38298,7.80417
45,1.40955,7.86153
45,1.43612,7.82401
45,1.46269,7.79028
45,1.48899,7.81022
45,1.51530,8.00330
45,1.54161,7.84984
45,1.56791,7.64821
45,1.59422,7.77639
45,1.62052,7.92278
45,1.64683,8.03010
45,1.67313,8.09940
45,1.69944,8.13615
45,1.72574,8.14708
45,0.00000,8.02524
45,0.02680,8.05626
45,0.05360,8.02943
45,0.08040,8.05626
45,0.10720,7.85117
45,0.13401,7.82527
45,0.16081,8.00097
45,0.18761,8.01666
45,0.21440,8.04292
45,0.24120,8.11291
45,0.26800,8.22106
45,0.29481,8.35755
45,0.32161,8.51681
45,0.34841,8.59864
45,0.37521,8.70302
45,0.40201,8.72099
45,0.42881,8.53833
45,0.45562,8.48423
45,0.48219,8.52838
45,0.50876,8.65925
45,0.53534,8.74349
45,0.56191,8.68424
45,0.58849,8.56289
45,0.61505,8.43951
45,0.64162,8.33062
45,0.66820,8.21755
45,0.69477,8.05550
45,0.72134,7.89754
45,0.74791,7.84041
45,0.77449,8.06511
45,0.80106,8.20642
45,0.82763,8.22696
45,0.85393,8.25311
45,0.88024,8.00381
45,0.90654,7.89519
45,0.93285,7.86071
45,0.95915,8.02656
45,0.98546,8.27006
45,1.01176,8.48342
45,1.03807,8.54635
46,1.06437,8.55127
46,1.09068,8.54492
46,1.11726,8.53985
46,1.14382,8.51052
46,1.17040,8.42963
46,1.19697,8.27058
46,1.22355,8.09103
46,1.25012,7.95779
46,1.27668,7.86499
46,1.30326,7.81289
46,1.32983,7.78873
46,1.35641,7.89444
46,1.38298,8.01790
46,1.40955,8.06212
46,1.43612,8.05517
46,1.46269,8.02524
46,1.48899,8.03776
46,1.51530,8.07766
46,1.54161,8.03552
46,1.56791,8.05089
46,1.59422,8.06785
46,1.62052,8.09020
46,1.64683,8.12953
46,1.67313,8.17117
46,1.69944,8.21406
46,1.72574,8.22696
46,0.00000,8.03693
46,0.02680,8.05662
46,0.05360,8.13700
46,0.08040,8.09687
46,0.10720,8.05627
46,0.13401,7.98007
46,0.16081,8.02300
46,0.18761,8.18559
46,0.21440,8.34536
46,0.24120,8.38453
46,0.26800,8.42202
46,0.29481,8.47383
46,0.32161,8.53630
46,0.34841,8.68042
46,0.37521,8.79802
46,0.40201,9.00301
46,0.42881,9.35230
46,0.45562,9.37521
46,0.48219,9.38974
46,0.50876,9.14381
46,0.53534,8.88634
46,0.56191,8.75677
46,0.58849,8.65581
46,0.61505,8.53320
46,0.64162,8.40487
46,0.66820,8.33075
46,0.69477,8.36442
46,0.72134,8.45459
46,0.74791,8.52655
46,0.77449,8.40426
46,0.80106,8.29809
46,0.82763,8.26069
46,0.85393,8.26680
46,0.88024,8.45060
46,0.90654,8.54771
46,0.93285,8.53683
46,0.95915,8.53754
46,0.98546,8.51920
46,1.01176,8.55998
47,1.03807,8.64663
47,1.06437,8.64608
47,1.09068,8.64258
47,1.11726,8.63993
47,1.14382,8.63635
47,1.17040,8.61485
47,1.19697,8.57995
47,1.22355,8.54677
47,1.25012,8.45015
47,1.27668,8.25154
47,1.30326,8.00498
47,1.32983,7.83767
47,1.35641,7.92596
47,1.38298,8.12032
47,1.40955,8.09510
47,1.43612,8.06071
47,1.46269,8.03693
47,1.48899,8.05558
47,1.51530,8.12386
47,1.54161,8.04351
47,1.56791,8.06995
47,1.59422,8.09661
47,1.62052,8.15135
47,1.64683,8.21982
47,1.67313,8.25949
47,1.69944,8.25768
47,1.72574,8.26069
47,0.00000,8.73998
47,0.02680,8.69140
47,0.05360,8.52247
47,0.08040,8.41720
47,0.10720,8.21775
47,0.13401,8.13491
47,0.16081,8.14301
47,0.18761,8.24611
47,0.21440,8.36717
47,0.24120,8.63387
47,0.26800,8.92671
47,0.29481,9.15598
47,0.32161,9.17308
47,0.34841,9.34365
47,0.37521,9.42815
47,0.40201,9.46491
47,0.42881,9.42525
47,0.45562,9.47512
47,0.48219,9.39644
47,0.50876,9.44321
47,0.53534,9.41818
47,0.56191,9.35799
47,0.58849,9.31764
47,0.61505,9.27951
47,0.64162,9.20884
47,0.66820,9.07129
47,0.69477,8.88527
47,0.72134,8.68184
47,0.74791,8.53399
47,0.77449,8.58906
47,0.80106,8.62198
47,0.82763,8.62613
47,0.85393,8.60148
47,0.88024,8.53101
47,0.90654,8.58158
47,0.93285,8.73907
47,0.95915,8.79252
47,0.98546,8.76191
48,1.01176,8.68073
48,1.03807,8.65577
48,1.06437,8.73306
48,1.09068,8.76728
48,1.11726,8.74057
48,1.14382,8.67641
48,1.17040,8.63416
48,1.19697,8.64173
48,1.22355,8.59396
48,1.25012,8.45101
48,1.27668,8.29843
48,1.30326,8.21460
48,1.32983,8.16890
48,1.35641,8.13988
48,1.38298,8.24593
48,1.40955,8.51580
48,1.43612,8.68394
48,1.46269,8.73998
48,1.48899,8.63140
48,1.51530,8.14795
48,1.54161,8.04844
48,1.56791,8.14830
48,1.59422,8.49561
48,1.62052,8.62875
48,1.64683,8.66728
48,1.67313,8.62096
48,1.69944,8.62091
48,1.72574,8.62613
48,0.00000,8.74138
48,0.02680,8.70045
48,0.05360,8.59422
48,0.08040,8.41845
48,0.10720,8.46542
48,0.13401,8.57529
48,0.16081,8.67239
48,0.18761,8.76863
48,0.21440,8.89234
48,0.24120,8.98049
48,0.26800,9.05829
48,0.29481,9.18833
48,0.32161,9.29704
48,0.34841,9.37730
48,0.37521,9.54851
48,0.40201,9.52159
48,0.42881,9.48741
48,0.45562,9.49249
48,0.48219,9.48317
48,0.50876,9.45957
48,0.53534,9.47577
48,0.56191,9.43345
48,0.58849,9.35217
48,0.61505,9.28420
48,0.64162,9.24131
48,0.66820,9.20338
48,0.69477,9.04807
48,0.72134,8.91078
48,0.74791,8.87660
48,0.77449,8.93668
48,0.80106,9.07063
48,0.82763,9.15654
48,0.85393,9.13800
48,0.88024,9.08387
48,0.90654,9.00768
48,0.93285,8.95713
48,0.95915,9.01777
49,0.98546,8.98920
49,1.01176,8.99318
49,1.03807,9.08051
49,1.06437,9.23711
49,1.09068,9.36082
49,1.11726,9.31713
49,1.14382,9.19333
49,1.17040,9.01161
49,1.19697,8.80259
49,1.22355,8.63494
49,1.25012,8.58138
49,1.27668,8.61559
49,1.30326,8.63603
49,1.32983,8.61734
49,1.35641,8.57996
49,1.38298,8.57312
49,1.40955,8.63749
49,1.43612,8.72731
49,1.46269,8.74138
49,1.48899,8.73688
49,1.51530,8.72808
49,1.54161,8.71832
49,1.56791,8.73301
49,1.59422,8.66587
49,1.62052,8.74993
49,1.64683,8.83774
49,1.67313,8.97385
49,1.69944,9.10151
49,1.72574,9.15654
49,0.00000,8.82541
49,0.02680,8.77526
49,0.05360,8.71296
49,0.08040,8.66206
49,0.10720,8.61333
49,0.13401,8.60565
49,0.16081,8.69394
49,0.18761,8.86291
49,0.21440,9.06023
49,0.24120,9.24721
49,0.26800,9.33668
49,0.29481,9.32162
49,0.32161,9.49709
49,0.34841,9.55911
49,0.37521,9.58731
49,0.40201,9.70098
49,0.42881,9.75294
49,0.45562,9.75917
49,0.48219,9.76256
49,0.50876,9.75385
49,0.53534,9.70438
49,0.56191,9.63508
49,0.58849,9.60636
49,0.61505,9.56205
49,0.64162,9.49886
49,0.66820,9.43616
49,0.69477,9.50659
49,0.72134,9.60176
49,0.74791,9.65087
49,0.77449,9.63621
49,0.80106,9.55148
49,0.82763,9.47350
49,0.85393,9.49584
49,0.88024,9.46606
49,0.90654,9.34658
49,0.93285,9.17297
50,0.95915,9.02831
50,0.98546,9.09625
50,1.01176,9.22437
50,1.03807,9.33773
50,1.06437,9.41464
50,1.09068,9.44683
50,1.11726,9.42957
50,1.14382,9.37564
50,1.17040,9.27725
50,1.19697,9.15274
50,1.22355,9.04920
50,1.25012,8.99641
50,1.27668,8.96721
50,1.30326,8.90905
50,1.32983,8.83714
50,1.35641,8.77407
50,1.38298,8.73074
50,1.40955,8.71505
50,1.43612,8.75670
50,1.46269,8.82541
50,1.48899,8.81579
50,1.51530,8.86704
50,1.54161,9.04159
50,1.56791,9.07543
50,1.59422,8.88183
50,1.62052,8.77062
50,1.64683,8.83827
50,1.67313,9.07021
50,1.69944,9.32052
50,1.72574,9.47350
50,0.00000,10.23784
50,0.02680,10.21540
50,0.05360,10.14723
50,0.08040,10.03560
50,0.10720,9.74618
50,0.13401,9.48544
50,0.16081,9.43129
50,0.18761,9.43481
50,0.21440,9.47277
50,0.24120,9.52047
50,0.26800,9.56210
50,0.29481,9.66205
50,0.32161,9.78806
50,0.34841,9.86361
50,0.37521,9.90295
50,0.40201,9.97743
50,0.42881,10.08847
50,0.45562,10.13121
50,0.48219,10.07704
50,0.50876,9.96996
50,0.53534,9.88410
50,0.56191,9.79747
50,0.58849,9.73625
50,0.61505,9.71603
50,0.64162,9.75160
50,0.66820,9.70593
50,0.69477,9.71123
50,0.72134,9.76812
50,0.74791,9.86086
50,0.77449,9.98845
50,0.80106,10.12324
50,0.82763,10.17515
50,0.85393,10.10640
50,0.88024,10.02322
50,0.90654,10.01647
50,0.93285,10.03993
50,0.95915,10.05327
50,0.98546,10.02694
50,1.01176,9.97998
50,1.03807,9.90177
50,1.06437,9.73172
50,1.09068,9.58920
50,1.11726,9.56608
50,1.14382,9.53743
50,1.17040,9.59739
50,1.19697,9.63706
50,1.22355,9.49942
50,1.25012,9.43391
50,1.27668,9.43592
50,1.30326,9.52407
50,1.32983,9.67254
50,1.35641,10.00427
50,1.38298,10.22342
50,1.40955,10.20783
50,1.43612,10.22350
50,1.46269,10.23784
50,1.48899,10.21048
50,1.51530,10.10432
50,1.54161,9.87439
50,1.56791,9.81841
50,1.59422,9.96360
50,1.62052,10.20731
50,1.64683,10.50339
50,1.67313,10.61950
50,1.69944,10.35951
50,1.72574,10.17515
